               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.033561,            0.018093,           0.0059492,             0.89836,             0.80679,             0.88727,             0.56549,            0.030394,            0.010631,           0.0046726,            0.006931,            0.006931,            0.006931
                  33,            0.033655,            0.017872,           0.0063745,             0.89421,             0.80615,             0.88955,             0.57003,            0.030237,            0.010614,           0.0046887,            0.006832,            0.006832,            0.006832
                  34,            0.033241,            0.017953,           0.0059918,             0.89618,             0.81228,             0.88889,              0.5706,            0.030027,            0.010615,           0.0045531,            0.006733,            0.006733,            0.006733
                  35,            0.033146,            0.017562,           0.0059939,             0.88522,             0.80275,             0.88351,              0.5618,            0.030403,            0.010741,           0.0043678,            0.006634,            0.006634,            0.006634
                  36,            0.033014,            0.017876,           0.0060396,             0.90218,             0.81003,             0.89114,             0.56914,            0.029979,            0.010514,           0.0046125,            0.006535,            0.006535,            0.006535
                  37,            0.032837,            0.017549,           0.0059029,             0.89755,             0.82632,             0.89619,             0.58411,            0.029541,            0.010364,           0.0043562,            0.006436,            0.006436,            0.006436
                  38,            0.032817,            0.017277,           0.0058044,             0.90239,             0.81861,             0.89557,             0.58327,            0.029626,             0.01047,           0.0044003,            0.006337,            0.006337,            0.006337
                  39,            0.032511,            0.017391,           0.0057238,             0.88277,             0.82457,              0.8924,             0.58328,            0.029539,            0.010553,           0.0047789,            0.006238,            0.006238,            0.006238
                  40,            0.032204,            0.017259,           0.0055619,             0.89327,             0.82288,             0.89647,             0.58115,            0.029362,            0.010226,           0.0044757,            0.006139,            0.006139,            0.006139
                  41,            0.032132,            0.017097,           0.0055611,             0.88132,             0.83412,             0.89609,             0.58576,            0.029214,            0.010283,           0.0044515,             0.00604,             0.00604,             0.00604
                  42,            0.031848,            0.017103,           0.0054679,             0.91408,             0.81754,             0.89801,             0.59609,            0.029047,            0.010345,           0.0043615,            0.005941,            0.005941,            0.005941
                  43,            0.031609,            0.016691,           0.0052627,             0.89695,             0.82254,             0.89519,             0.58941,            0.029065,            0.010171,           0.0046291,            0.005842,            0.005842,            0.005842
                  44,            0.031698,            0.016679,           0.0052649,             0.91515,             0.83138,              0.9044,             0.60416,            0.028706,            0.010069,           0.0039444,            0.005743,            0.005743,            0.005743
                  45,            0.031423,            0.016864,           0.0053279,             0.90638,             0.83662,             0.90351,             0.60187,            0.028598,            0.010061,           0.0042538,            0.005644,            0.005644,            0.005644
                  46,            0.031218,            0.016693,           0.0051965,             0.90908,             0.82686,             0.90317,             0.60307,            0.028513,            0.010116,           0.0044101,            0.005545,            0.005545,            0.005545
                  47,            0.031099,            0.016748,           0.0053353,             0.90051,             0.82956,             0.89681,             0.59541,            0.028875,            0.010224,           0.0044572,            0.005446,            0.005446,            0.005446
                  48,            0.031152,            0.016569,           0.0052427,             0.92186,             0.82454,             0.90113,             0.60225,            0.028686,            0.010116,           0.0042924,            0.005347,            0.005347,            0.005347
                  49,            0.030737,            0.016493,           0.0050205,              0.8963,             0.84204,             0.90336,              0.5953,            0.028815,            0.010074,           0.0042895,            0.005248,            0.005248,            0.005248
                  50,            0.030313,            0.016231,           0.0048902,             0.89955,             0.84524,             0.90568,              0.6088,            0.028603,           0.0099392,           0.0040715,            0.005149,            0.005149,            0.005149
                  51,            0.030324,            0.016414,           0.0048299,             0.91241,             0.84352,             0.90942,             0.61415,            0.028163,           0.0099663,           0.0043396,             0.00505,             0.00505,             0.00505
                  52,            0.030303,            0.016207,           0.0049131,             0.91438,             0.83117,             0.90589,             0.61165,            0.028221,           0.0099737,           0.0045168,            0.004951,            0.004951,            0.004951
                  53,            0.030054,            0.016088,           0.0048861,             0.91905,             0.82502,             0.90169,              0.6089,            0.027973,           0.0099784,           0.0045977,            0.004852,            0.004852,            0.004852
                  54,            0.030089,            0.016357,           0.0048261,             0.91031,             0.84517,             0.90916,             0.62319,             0.02775,           0.0097609,           0.0039669,            0.004753,            0.004753,            0.004753
                  55,            0.029546,            0.015872,           0.0046189,             0.92879,             0.83869,             0.90906,             0.62003,            0.027876,           0.0098676,           0.0042307,            0.004654,            0.004654,            0.004654
                  56,            0.029628,             0.01605,           0.0045991,             0.91372,             0.84642,             0.91006,             0.62155,            0.027723,           0.0098661,           0.0040079,            0.004555,            0.004555,            0.004555
                  57,            0.029594,            0.015755,           0.0046207,             0.92737,             0.83496,             0.91042,              0.6231,            0.027624,           0.0097854,           0.0041449,            0.004456,            0.004456,            0.004456
                  58,            0.029468,            0.015987,           0.0046061,             0.92046,             0.84439,             0.90894,             0.62338,            0.027854,           0.0098802,           0.0041424,            0.004357,            0.004357,            0.004357
                  59,            0.029309,            0.015726,           0.0043785,             0.91509,             0.84931,             0.91344,             0.63108,            0.027185,           0.0095423,            0.003948,            0.004258,            0.004258,            0.004258
                  60,            0.029475,            0.015735,           0.0044199,              0.9125,             0.85034,              0.9106,             0.62571,            0.027513,           0.0097564,           0.0042343,            0.004159,            0.004159,            0.004159
                  61,            0.029167,            0.015771,           0.0044553,             0.92313,             0.84943,             0.91112,             0.62818,            0.027326,           0.0097289,           0.0040114,             0.00406,             0.00406,             0.00406
                  62,            0.028683,            0.015552,           0.0042851,             0.93019,             0.84154,             0.91249,             0.63605,            0.027097,           0.0097623,           0.0039314,            0.003961,            0.003961,            0.003961
                  63,            0.028672,             0.01532,           0.0044049,             0.92313,             0.85517,             0.91413,             0.63719,            0.026962,           0.0095606,           0.0041843,            0.003862,            0.003862,            0.003862
                  64,            0.028893,             0.01564,           0.0044773,             0.92487,             0.84124,             0.91308,             0.63529,            0.027148,           0.0096868,           0.0040427,            0.003763,            0.003763,            0.003763
                  65,            0.028484,            0.015311,           0.0043517,             0.92865,             0.84734,              0.9159,             0.64023,            0.026908,           0.0095538,            0.004192,            0.003664,            0.003664,            0.003664
                  66,            0.028567,            0.015285,           0.0043403,             0.92035,             0.85736,             0.91876,             0.64024,            0.026863,            0.009468,           0.0038841,            0.003565,            0.003565,            0.003565
                  67,            0.028189,            0.014992,           0.0040582,             0.92332,              0.8543,             0.91653,             0.63864,            0.026872,           0.0096662,           0.0040035,            0.003466,            0.003466,            0.003466
                  68,            0.028302,             0.01523,           0.0042568,              0.9319,             0.85565,             0.92081,             0.64387,            0.026705,           0.0095602,           0.0037164,            0.003367,            0.003367,            0.003367
                  69,            0.027972,             0.01507,           0.0041317,             0.92677,             0.85837,              0.9178,              0.6439,             0.02671,            0.009517,            0.003898,            0.003268,            0.003268,            0.003268
                  70,             0.02782,            0.015217,           0.0042792,             0.92574,              0.8614,             0.91759,             0.64411,            0.026684,           0.0095098,           0.0041189,            0.003169,            0.003169,            0.003169
                  71,             0.02759,            0.015122,           0.0038671,             0.93597,             0.85158,             0.91936,             0.64762,            0.026427,           0.0094717,           0.0038905,             0.00307,             0.00307,             0.00307
                  72,            0.027553,            0.014828,           0.0040562,             0.93475,             0.85306,             0.91702,             0.64729,            0.026598,           0.0096227,           0.0037945,            0.002971,            0.002971,            0.002971
                  73,            0.027478,             0.01511,            0.004044,             0.92644,             0.85596,             0.91783,             0.64752,            0.026542,           0.0096198,           0.0037432,            0.002872,            0.002872,            0.002872
                  74,            0.027214,            0.014736,            0.003894,             0.92722,             0.86511,             0.91895,             0.65196,            0.026258,           0.0094266,           0.0037536,            0.002773,            0.002773,            0.002773
                  75,             0.02687,            0.014835,           0.0037168,             0.92703,             0.86408,             0.91853,             0.65162,            0.026415,           0.0095024,           0.0040156,            0.002674,            0.002674,            0.002674
                  76,            0.027064,            0.014564,           0.0037369,             0.93397,              0.8536,             0.91572,             0.64956,            0.026499,           0.0095994,           0.0042811,            0.002575,            0.002575,            0.002575
                  77,            0.026677,            0.014641,           0.0037743,             0.92968,             0.86426,             0.91823,             0.65461,            0.026295,           0.0095056,           0.0040584,            0.002476,            0.002476,            0.002476
                  78,            0.026646,            0.014352,           0.0040212,              0.9325,             0.85655,             0.91892,             0.65317,            0.026426,           0.0095943,           0.0040215,            0.002377,            0.002377,            0.002377
                  79,            0.026514,            0.014326,           0.0037319,             0.92933,             0.86195,             0.91966,             0.65191,            0.026344,           0.0095128,           0.0039766,            0.002278,            0.002278,            0.002278
                  80,            0.026325,            0.014415,           0.0037092,             0.92488,             0.86878,             0.91982,             0.65448,            0.026134,           0.0094468,           0.0038932,            0.002179,            0.002179,            0.002179
                  81,            0.026356,            0.014431,           0.0038074,             0.92578,             0.86594,             0.92055,             0.65607,            0.026079,           0.0094589,           0.0039455,             0.00208,             0.00208,             0.00208
                  82,            0.026278,            0.014102,           0.0037311,             0.93024,             0.86363,             0.92074,             0.65927,            0.026049,           0.0094454,           0.0040907,            0.001981,            0.001981,            0.001981
                  83,            0.026083,            0.014209,           0.0036966,              0.9327,             0.85912,             0.92017,             0.66056,            0.025985,            0.009537,           0.0039295,            0.001882,            0.001882,            0.001882
                  84,            0.026042,            0.014178,           0.0036604,              0.9333,             0.86321,             0.91866,             0.65808,            0.025981,           0.0094897,           0.0039221,            0.001783,            0.001783,            0.001783
                  85,            0.025802,             0.01405,            0.003617,             0.93026,             0.86293,             0.91948,             0.66085,            0.025918,            0.009538,           0.0040851,            0.001684,            0.001684,            0.001684
                  86,            0.025395,            0.013679,           0.0033922,             0.93106,             0.86593,              0.9206,             0.66026,            0.025897,           0.0094958,           0.0040344,            0.001585,            0.001585,            0.001585
                  87,            0.025321,            0.013874,           0.0034744,             0.93554,             0.86468,             0.92108,             0.66274,            0.025877,           0.0094985,           0.0040076,            0.001486,            0.001486,            0.001486
                  88,            0.025493,             0.01397,           0.0035392,             0.93511,             0.86323,             0.92049,             0.66164,            0.025967,           0.0095652,           0.0040807,            0.001387,            0.001387,            0.001387
                  89,            0.025181,            0.013803,           0.0034607,              0.9335,             0.86352,             0.92106,             0.66381,            0.025804,            0.009536,           0.0040381,            0.001288,            0.001288,            0.001288
                  90,            0.025304,            0.013727,           0.0034097,              0.9334,             0.86606,             0.92228,             0.66365,            0.025824,           0.0095838,           0.0040474,            0.001189,            0.001189,            0.001189
                  91,            0.025109,            0.013635,           0.0033464,             0.93268,             0.86768,             0.92279,             0.66389,            0.025773,           0.0095659,           0.0041058,             0.00109,             0.00109,             0.00109
                  92,            0.024974,            0.013602,           0.0033162,             0.93746,             0.86264,             0.92303,             0.66408,            0.025751,           0.0095724,           0.0041026,            0.000991,            0.000991,            0.000991
                  93,            0.024739,            0.013555,           0.0031686,             0.93133,             0.86631,             0.92251,             0.66543,            0.025707,           0.0095621,           0.0043063,            0.000892,            0.000892,            0.000892
                  94,            0.024663,            0.013673,           0.0034214,              0.9322,             0.86559,             0.92149,              0.6642,             0.02574,           0.0096023,           0.0042609,            0.000793,            0.000793,            0.000793
                  95,            0.024593,            0.013404,           0.0030979,             0.93735,             0.86022,              0.9203,             0.66593,             0.02571,            0.009562,           0.0042403,            0.000694,            0.000694,            0.000694
                  96,            0.024699,            0.013461,           0.0033107,             0.93885,             0.85737,             0.91981,             0.66778,             0.02566,            0.009582,           0.0042013,            0.000595,            0.000595,            0.000595
                  97,            0.024126,            0.013395,           0.0032263,             0.93493,             0.86302,             0.92037,             0.66934,            0.025646,           0.0095954,           0.0042554,            0.000496,            0.000496,            0.000496
                  98,            0.024137,            0.013314,            0.003445,             0.93461,             0.86486,             0.92068,             0.67057,            0.025657,            0.009617,           0.0042896,            0.000397,            0.000397,            0.000397
                  99,            0.024342,            0.013335,           0.0032194,             0.93095,             0.86497,             0.91965,               0.671,            0.025643,           0.0096243,           0.0042617,            0.000298,            0.000298,            0.000298
